Date,Account,Description,Category,Tags,Amount
10/11/2020,Chase Credit Card,Shrewsbury Car Wash,Car Maintenance,,-34.6
10/11/2020,Chase Credit Card,Cvs Pharmacy,Healthcare/Medical,,-38.48
10/11/2020,Chase Credit Card,Amazon,Groceries & Essentials,,-96.78
10/11/2020,Chase Credit Card,Old Man Rafferty's,Restaurants/Liquor,,-63.25
10/11/2020,Chase Credit Card,Duke Farms Foundation,Entertainment/Social,,-23.14
10/9/2020,Discover Credit Card,Shell,Gasoline/Fuel,,-25
10/9/2020,Chase Credit Card,365 Market B Xxx Xxx-3299,Restaurants/Liquor,,-1.49
10/9/2020,Spend (BOA),Bank Of America,Car Loan,,-309.66
10/8/2020,Chase Credit Card,Grubhubkyotosushi2uni,Restaurants/Liquor,,-46.43
10/8/2020,Chase Credit Card,Google,General Merchandise,,-53.3
10/8/2020,Chase Credit Card,Dunkin' Donuts,Restaurants/Liquor,,-15
10/8/2020,Chase Credit Card,"Amazon Marketplace - Batteries, Bag, Claritin",General Merchandise,,-131.38
10/8/2020,TD Invest,Sold 350 Pzn @ 5.495,Securities Trades,,1923.17
10/8/2020,TD Invest,Sold 200 Cstm @ 8.8179,Securities Trades,,1763.52
10/8/2020,TD Invest,Sold 17 Tqqq @ 135.1401,Securities Trades,,2297.33
10/8/2020,TD Invest,Sold 20 Splv @ 54.6201,Securities Trades,,1092.38
10/8/2020,TD Invest,Sold 14 Mgv @ 78.755,Securities Trades,,1102.55
10/8/2020,TD Invest,Sold 50 Pzn @ 5.495,Securities Trades,,274.73
10/8/2020,TD Invest,Sold 15 Vym @ 83.595,Securities Trades,,1253.9
10/8/2020,TD Invest,Sold 33 Mu @ 49.801,Securities Trades,,1643.39
10/8/2020,TD Invest,Sold 0.182 Mgv @ 78.76,Securities Trades,,14.33
10/8/2020,TD Invest,Sold 0.189 Vym @ 83.6,Securities Trades,,15.8
10/8/2020,TD Invest,Sold 0.149 Splv @ 54.62,Securities Trades,,8.14
10/8/2020,Spend (BOA),Zelle,Deposits,,10
10/7/2020,L3harris 401k,Lifecycle Fund Xx60 - Contribution,Retirement Contributions,,116.92
10/7/2020,L3harris 401k,Large Cap Core Eq - Contribution,Retirement Contributions,,73.08
10/7/2020,L3harris 401k,L3harris Stock Fund - Contribution,Retirement Contributions,,43.85
10/7/2020,L3harris 401k,Index Equity Fund - Contribution,Retirement Contributions,,58.46
10/7/2020,Spend (PNC),Ach Webrecur Xxxxx2852 Elizabethtowngas Et Gas,Gas/Electric Bill,,-10.99
10/6/2020,TD Invest,Sold 146 Key @ 12.8701,Securities Trades,,1878.97
10/6/2020,TD Invest,Sold 0.466 Key @ 12.87,Securities Trades,,6
10/5/2020,Chase Credit Card,Trattoria Caffe Italia,Restaurants/Liquor,,-38.13
10/5/2020,Spend (PNC),The Park Hotels,Rent,,-2244.67
10/5/2020,Spend (PNC),Chase,Credit Card Payments,,-803.02
10/5/2020,Spend (PNC),Td Ameritrade,Investments,,-250
10/4/2020,Chase Credit Card,"Amazon Marketplace - Hangers, Sound Bar",General Merchandise,,-56.48
10/4/2020,Chase Credit Card,Applebee's,Restaurants/Liquor,,-67.94
10/4/2020,Chase Credit Card,Cvs Pharmacy,Healthcare/Medical,,-7.71
10/4/2020,Chase Credit Card,Payment Thank You-mobile,Credit Card Payments,,803.02
10/4/2020,Chase Credit Card,Amazon.com,Groceries & Essentials,,-5
10/2/2020,L3harris 401k,Lifecycle Fund Xx60 - Recordkeeping Fee,Service Charges/Fees,,-2.53
10/2/2020,L3harris 401k,Large Cap Core Eq - Recordkeeping Fee,Service Charges/Fees,,-1.63
10/2/2020,L3harris 401k,L3harris Stock Fund - Recordkeeping Fee,Service Charges/Fees,,-0.81
10/2/2020,L3harris 401k,Index Equity Fund - Recordkeeping Fee,Service Charges/Fees,,-1.28
10/2/2020,Short Term Savings (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,150
10/2/2020,Reserve (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,40
10/2/2020,Spend (PNC),Twh Auto Transfer To Xxxxx3314,Savings,,-150
10/2/2020,Spend (PNC),Ach Credit Xxxxx6013 L3harris Technol Payroll,Paychecks/Salary,,2285.9
10/2/2020,Spend (PNC),Ach Webrecur Xxxxx3584 Goldman Sachs Ba Collection,Savings,,-200
10/2/2020,Spend (PNC),Twh Auto Transfer To Xxxxx3306,Savings,,-40
10/2/2020,Chase Credit Card,Cvs Pharmacy,Healthcare/Medical,,-5.23
10/2/2020,Chase Credit Card,Amazon,Groceries & Essentials,,-40.03
10/2/2020,Chase Credit Card,Hulu,TV/Internet/Phone & Subscriptions,,-1.99
10/2/2020,Long Term Savings (Goldman),"Internet Transfer From Pnc Bank, New Jersey Dda Account ******3293",Transfers,,200
10/2/2020,TD Invest,Recurring Electronic Funding,Transfers,,250
10/1/2020,College 529,You Bought Contribution Periodic Investment Nh Aggressive Growth Port,Securities Trades,,-7.5
10/1/2020,College 529,You Bought Contribution Periodic Investment Nh Moderate Growth Port,Securities Trades,,-7.5
10/1/2020,College 529,You Bought Contribution Periodic Investment Nh Money Market,Securities Trades,,-5
10/1/2020,College 529,You Bought Contribution Periodic Investment Nh Fidelity 500 Index,Securities Trades,,-5
10/1/2020,College 529,You Bought Contribution Periodic Investment Nh Total Market Index,Securities Trades,,-10
10/1/2020,College 529,You Bought Contribution Periodic Investment Nh Aggressive Growth Port,Securities Trades,,-5
10/1/2020,College 529,You Bought Contribution Periodic Investment Nh Moderate Growth Port,Securities Trades,,-5
10/1/2020,College 529,You Bought Contribution Periodic Investment Nh International Index,Securities Trades,,-5
10/1/2020,Spend (PNC),Fidelity Investments,Investments,,-50
10/1/2020,Chase Credit Card,Stitch Fix,Clothing/Shoes/Makeup,,-20
10/1/2020,Chase Credit Card,Burgerim -* Burgerim -,Restaurants/Liquor,,-15.55
10/1/2020,College 529,Money Line Received Eft Funds Received Erxxxx8815,Transfers,,50
9/30/2020,Discover Credit Card,Sunoco,Gasoline/Fuel,,-23.37
9/30/2020,Long Term Savings (Goldman),Sav Increase Int Paid,Interest,,35.13
9/30/2020,College 529,Money Line Received,Transfers,,50
9/30/2020,TD Invest,Bought 14 Mu @ 48,Securities Trades,,-672
9/30/2020,TD Invest,Ordinary Dividend (splv),Investment Income,,1.48
9/30/2020,TD Invest,Bought 0.028 Splv @ 53.6664,Securities Trades,,-1.48
9/30/2020,TD Invest,Free Balance Interest Adjustment,Investment Income,,0.05
9/30/2020,Short Term Savings (PNC),Interest Payment,Interest,,0.2
9/30/2020,Spend (BOA),L'oreal Usa,Paychecks/Salary,,4134.03
9/30/2020,Chase Credit Card,E-zpass,Travel,,-70
9/30/2020,L'oreal Usa Inc. 401k,Contribution Vtiax,Retirement Contributions,,66.21
9/30/2020,L'oreal Usa Inc. 401k,Contribution Svf-n,Retirement Contributions,,66.21
9/30/2020,L'oreal Usa Inc. 401k,Contribution Viiix,Retirement Contributions,,132.41
9/30/2020,L'oreal Usa Inc. 401k,Contribution T5o,Retirement Contributions,,397.25
9/30/2020,L'oreal Usa Inc. 401k,Contribution Vtiax,Retirement Contributions,,26.48
9/30/2020,L'oreal Usa Inc. 401k,Contribution Svf-n,Retirement Contributions,,26.49
9/30/2020,L'oreal Usa Inc. 401k,Contribution Viiix,Retirement Contributions,,52.96
9/30/2020,L'oreal Usa Inc. 401k,Contribution T5o,Retirement Contributions,,158.9
9/30/2020,L'oreal Usa Inc. 401k,Fees Vtiax,Securities Trades,,-0.28
9/30/2020,L'oreal Usa Inc. 401k,Fees Vtiax,Securities Trades,,-0.49
9/30/2020,L'oreal Usa Inc. 401k,Fees Svf-n,Securities Trades,,-0.27
9/30/2020,L'oreal Usa Inc. 401k,Fees Svf-n,Securities Trades,,-0.48
9/30/2020,L'oreal Usa Inc. 401k,Fees Viiix,Securities Trades,,-0.6
9/30/2020,L'oreal Usa Inc. 401k,Fees Viiix,Securities Trades,,-1.05
9/30/2020,L'oreal Usa Inc. 401k,Fees T5o,Securities Trades,,-1.76
9/30/2020,L'oreal Usa Inc. 401k,Fees T5o,Securities Trades,,-3.07
9/30/2020,L'oreal Usa Inc. 401k,Earnings - Gain/loss Vtiax,Securities Trades,,0.01
9/30/2020,L'oreal Usa Inc. 401k,Earnings - Gain/loss Vtiax,Securities Trades,,0.02
9/30/2020,L'oreal Usa Inc. 401k,Earnings - Gain/loss Viiix,Securities Trades,,0.04
9/30/2020,L'oreal Usa Inc. 401k,Earnings - Gain/loss Viiix,Securities Trades,,0.08
9/30/2020,L'oreal Usa Inc. 401k,Earnings - Gain/loss T5o,Securities Trades,,0.16
9/30/2020,L'oreal Usa Inc. 401k,Earnings - Gain/loss T5o,Securities Trades,,0.25
9/30/2020,L'oreal Usa Inc. 401k,Earnings - Dividends Svf-n,Securities Trades,,0.81
9/30/2020,L'oreal Usa Inc. 401k,Earnings - Dividends Svf-n,Securities Trades,,1.4
9/29/2020,TD Invest,Sold 28 Mu @ 51,Securities Trades,,1427.97
9/29/2020,Spend (PNC),Usaa,Insurance,", ",-177.57
9/29/2020,Spend (PNC),Honda,Car Loan,,-316
9/29/2020,Spend (PNC),Ach Debit Xxxxx2808 Public Service Pseg,Gas/Electric Bill,,-144.83
9/29/2020,Chase Credit Card,Shoprite,Groceries & Essentials,,-257.57
9/28/2020,L'oreal Usa Inc. 401k,Earnings - Dividends Viiix,Securities Trades,,4.42
9/28/2020,L'oreal Usa Inc. 401k,Earnings - Dividends Viiix,Securities Trades,,7.53
9/28/2020,Chase Credit Card,Ichiban Japanese Restau,Restaurants/Liquor,,-24.52
9/28/2020,Chase Credit Card,Dairy Queen,Entertainment/Social,,-14.36
9/28/2020,Short Term Savings (BOA),Interest Earned,Interest,,0.09
9/28/2020,TD Invest,Qualified Dividend (bp),Investment Income,,66.47
9/28/2020,TD Invest,Adr Fee (bp),Service Charges/Fees,,-1.06
9/28/2020,TD Invest,Bought 3.588 Bp @ 18.2313,Securities Trades,,-65.41
9/27/2020,Chase Credit Card,Grubhubkyotosushi2uni,Restaurants/Liquor,,-29.53
9/27/2020,Chase Credit Card,Thailand Restaurant,Restaurants/Liquor,,-13.68
9/27/2020,Chase Credit Card,Applebee's,Restaurants/Liquor,,-32.82
9/27/2020,Chase Credit Card,Blue Swan * Blue Swan,Restaurants/Liquor,,-16.96
9/26/2020,Discover Credit Card,Exxonmobil,Gasoline/Fuel,,-25.56
9/26/2020,Auto - Ending in 7460,Payment Received - Thank You!,Transfers,,316
9/25/2020,Chase Credit Card,Amazon Marketplace - Hair Straightener,General Merchandise,,-60.74
9/25/2020,Chase Credit Card,Postmates,Restaurants/Liquor,,-10.24
9/24/2020,TD Invest,Bought 45 Key @ 11.4374,Securities Trades,,-514.68
9/24/2020,TD Invest,Bought 100 Pzn @ 4.66,Securities Trades,,-466
9/24/2020,TD Invest,Bought 100 Cstm @ 7.815,Securities Trades,,-781.5
9/24/2020,TD Invest,Ordinary Dividend (vym),Investment Income,,10.62
9/24/2020,TD Invest,Bought 0.135 Vym @ 78.6231,Securities Trades,,-10.62
9/23/2020,L3harris 401k,Lifecycle Fund Xx60 - Contribution,Retirement Contributions,,116.92
9/23/2020,L3harris 401k,Large Cap Core Eq - Contribution,Retirement Contributions,,73.08
9/23/2020,L3harris 401k,L3harris Stock Fund - Contribution,Retirement Contributions,,43.85
9/23/2020,L3harris 401k,Index Equity Fund - Contribution,Retirement Contributions,,58.46
9/23/2020,Chase Credit Card,Mcdonald's,Restaurants/Liquor,,-8.09
9/23/2020,Chase Credit Card,Rrpc,Healthcare/Medical,,-30
9/22/2020,Chase Credit Card,365 Market B Xxx Xxx-3299,Restaurants/Liquor,,-6.15
9/22/2020,TD Invest,Bought 200 Pzn @ 5.13,Securities Trades,,-1026
9/21/2020,Chase Credit Card,Doordash,Restaurants/Liquor,,-15.98
9/21/2020,Chase Credit Card,Terhune Orchards,Entertainment/Social,,-38.04
9/21/2020,Chase Credit Card,Terhune Orchards,Entertainment/Social,,-8.51
9/21/2020,Chase Credit Card,Terhune - Seasonal,Entertainment/Social,,-27.72
9/21/2020,TD Invest,Bought 100 Cstm @ 8.0099,Securities Trades,,-800.99
9/21/2020,Spend (PNC),Chase,Credit Card Payments,,-1022.74
9/21/2020,Spend (PNC),Td Ameritrade,Investments,,-250
9/21/2020,Spend (BOA),Zelle,Restaurants/Liquor,,-47.5
9/21/2020,Spend (BOA),Zelle,Restaurants/Liquor,,-10
9/20/2020,Chase Credit Card,Target,Groceries & Essentials,,-27.52
9/20/2020,Chase Credit Card,Shoprite,Groceries & Essentials,,-27.79
9/20/2020,Chase Credit Card,Payment Thank You-mobile,Credit Card Payments,,1022.74
9/19/2020,Discover Credit Card,Bp Global,Gasoline/Fuel,,-23.79
9/18/2020,Discover Credit Card,Parking Division,Travel,,-4
9/18/2020,Chase Credit Card,Sq *loin Dici Sweets,Entertainment/Social,,-24
9/18/2020,Chase Credit Card,Dunkin' Donuts,Restaurants/Liquor,,-10
9/18/2020,Short Term Savings (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,150
9/18/2020,Reserve (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,40
9/18/2020,Spend (PNC),Twh Auto Transfer To Xxxxx3314,Savings,,-150
9/18/2020,Spend (PNC),Ach Credit Xxxxx6013 L3harris Technol Payroll,Paychecks/Salary,,2285.89
9/18/2020,Spend (PNC),Ach Webrecur Xxxxx3584 Goldman Sachs Ba Collection,Savings,,-200
9/18/2020,Spend (PNC),Twh Auto Transfer To Xxxxx3306,Savings,,-40
9/18/2020,L'oreal Usa Inc. 401k,Earnings - Dividends Vtiax,Securities Trades,,3.1
9/18/2020,L'oreal Usa Inc. 401k,Earnings - Dividends Vtiax,Securities Trades,,5.35
9/18/2020,Long Term Savings (Goldman),"Internet Transfer From Pnc Bank, New Jersey Dda Account ******3293",Transfers,,200
9/18/2020,TD Invest,Recurring Electronic Funding,Transfers,,250
9/17/2020,TD Invest,Bought 9 Tqqq @ 119.0352,Securities Trades,,-1071.32
9/17/2020,Spend (PNC),Paypal,Transfers,,1000
9/17/2020,Spend (BOA),Plymouth Rock,Car Insurance,,-298.87
9/17/2020,Chase Credit Card,365 Market B Xxx Xxx-3299,Restaurants/Liquor,,-4.37
9/16/2020,TD Invest,Ordinary Dividend (mgv),Investment Income,,6.44
9/16/2020,TD Invest,Bought 0.082 Mgv @ 78.5435,Securities Trades,,-6.44
9/16/2020,Spend (PNC),Paypal,Deposits,,22.69
9/15/2020,Chase Credit Card,Amazon Marketplace - Holiday Lights,General Merchandise,,-7.45
9/15/2020,Chase Credit Card,Dairy Queen,Entertainment/Social,,-5.75
9/15/2020,Reserve (PNC),Interest Payment,Interest,,0.02
9/15/2020,Spend (PNC),Verizon,TV/Internet/Phone & Subscriptions,,-39.99
9/15/2020,Spend (PNC),Interest Payment,Interest,,0.04
9/15/2020,TD Invest,Sold 265 Cstm @ 8.4687,Securities Trades,,2244.13
9/15/2020,TD Invest,Sold 7 Tqqq @ 134.63,Securities Trades,,942.39
9/15/2020,TD Invest,Sold 5 Vbr @ 115.0601,Securities Trades,,575.29
9/15/2020,TD Invest,Sold 22 Sphd @ 34.5816,Securities Trades,,760.78
9/15/2020,TD Invest,Sold 2 Tqqq @ 134.97,Securities Trades,,269.93
9/15/2020,TD Invest,Sold 7 Tqqq @ 132.2401,Securities Trades,,925.66
9/15/2020,TD Invest,Sold 31 Mu @ 48.9,Securities Trades,,1515.87
9/15/2020,TD Invest,Sold 0.023 Vbr @ 115.06,Securities Trades,,2.65
9/15/2020,TD Invest,Sold 0.297 Sphd @ 34.58,Securities Trades,,10.27
9/15/2020,TD Invest,Qualified Dividend (key),Investment Income,,18.5
9/15/2020,TD Invest,Bought 1.466 Key @ 12.6164,Securities Trades,,-18.5
9/14/2020,Chase Credit Card,Michaels,General Merchandise,,-19.17
9/14/2020,Spend (PNC),Paypal,Transfers,,-1000
9/13/2020,Chase Credit Card,Jo-ann Stores,General Merchandise,,-42.78
9/13/2020,Chase Credit Card,Stitch Fix,Clothing/Shoes/Makeup,,-92
9/13/2020,Chase Credit Card,E-zpass,Travel,,-50
9/11/2020,Chase Credit Card,Wegmans,Groceries & Essentials,,-332.27
9/11/2020,Spend (BOA),Rutgers University,Paychecks/Salary,,27.01
9/10/2020,TD Invest,Bought 4 Tqqq @ 125.1269,Securities Trades,,-500.51
9/10/2020,Spend (PNC),Ach Websingle Xxxxx2771 Venmo Payment,Personal Care/Hair,,-10
9/10/2020,Spend (BOA),Bank Of America,Car Loan,,-309.66
9/9/2020,Chase Credit Card,Cory Mathews South Inc,Personal Care/Hair,,-30
9/9/2020,L3harris 401k,Lifecycle Fund Xx60 - Contribution,Retirement Contributions,,116.92
9/9/2020,L3harris 401k,Large Cap Core Eq - Contribution,Retirement Contributions,,73.08
9/9/2020,L3harris 401k,L3harris Stock Fund - Contribution,Retirement Contributions,,43.85
9/9/2020,TD Invest,Bought 70 Cstm @ 7.5151,Securities Trades,,-526.06
9/9/2020,L3harris 401k,Index Equity Fund - Contribution,Retirement Contributions,,58.46
9/8/2020,Spend (PNC),Ach Webrecur Xxxxx1848 Elizabethtowngas Et Gas,Gas/Electric Bill,,-11.98
9/8/2020,Spend (PNC),Td Ameritrade,Investments,,-250
9/8/2020,Spend (BOA),Zelle,Restaurants/Liquor,,-40
9/8/2020,Discover Credit Card,Town Of Westfield Nj Westfield Nj 00883r,Travel,,-1
9/8/2020,Discover Credit Card,Exxonmobil,Gasoline/Fuel,,-26.58
9/8/2020,L3harris 401k,L3harris Stock Fund - Dividends,Securities Trades,,3.62
9/8/2020,TD Invest,Bought 10 Tqqq @ 129.2579,Securities Trades,,-1292.58
9/7/2020,Chase Credit Card,"Amazon Marketplace - Dad Gifts, Nails",Gifts,,-48.03
9/7/2020,Chase Credit Card,Amazon Marketplace - Cat Collar,Pets/Pet Care,,-10.12
9/6/2020,Chase Credit Card,Grubhubkyotosushi2uni,Restaurants/Liquor,,-29.53
9/6/2020,Chase Credit Card,Amazon Marketplace - Book,General Merchandise,,-53.77
9/4/2020,Chase Credit Card,Express Scripts,Healthcare/Medical,,-256.4
9/4/2020,TD Invest,Bought 10 Tqqq @ 148.459,Securities Trades,,-1484.59
9/4/2020,TD Invest,Sold 5 Tqqq @ 140.98,Securities Trades,,704.88
9/4/2020,TD Invest,Sold 2 Tqqq @ 132.68,Securities Trades,,265.35
9/4/2020,TD Invest,Bought 7 Tqqq @ 137.0901,Securities Trades,,-959.63
9/4/2020,Short Term Savings (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,150
9/4/2020,Reserve (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,40
9/4/2020,Spend (PNC),Twh Auto Transfer To Xxxxx3314,Savings,,-150
9/4/2020,Spend (PNC),Ach Credit Xxxxx6013 L3harris Technol Payroll,Paychecks/Salary,,2285.91
9/4/2020,Spend (PNC),Ach Webrecur Xxxxx3584 Goldman Sachs Ba Collection,Savings,,-200
9/4/2020,Spend (PNC),Twh Auto Transfer To Xxxxx3306,Savings,,-40
9/4/2020,Long Term Savings (Goldman),"Internet Transfer From Pnc Bank, New Jersey Dda Account ******3293",Transfers,,200
9/4/2020,TD Invest,Recurring Electronic Funding,Transfers,,250
9/3/2020,Spend (PNC),Ach Credit Cbmec2myexm3o4u Chase Credit Crd Rwrd Rdm,Cash Back,,155.91
9/3/2020,Spend (PNC),The Park Hotels,Rent,,-2234.29
9/3/2020,TD Invest,Sold 8 Vym @ 85.59,Securities Trades,,684.7
9/2/2020,Chase Credit Card,Hulu,TV/Internet/Phone & Subscriptions,,-1.99
9/2/2020,Spend (BOA),Chase,Credit Card Payments,,-1151.56
9/2/2020,TD Invest,Sold 25 Bsx @ 41.53,Securities Trades,,1038.23
9/1/2020,College 529,You Bought Contribution Periodic Investment Nh Aggressive Growth Port,Securities Trades,,-7.5
9/1/2020,College 529,You Bought Contribution Periodic Investment Nh Moderate Growth Port,Securities Trades,,-7.5
9/1/2020,College 529,You Bought Contribution Periodic Investment Nh Money Market,Securities Trades,,-5
9/1/2020,College 529,You Bought Contribution Periodic Investment Nh Fidelity 500 Index,Securities Trades,,-5
9/1/2020,College 529,You Bought Contribution Periodic Investment Nh Total Market Index,Securities Trades,,-10
9/1/2020,College 529,You Bought Contribution Periodic Investment Nh Aggressive Growth Port,Securities Trades,,-5
9/1/2020,College 529,You Bought Contribution Periodic Investment Nh Moderate Growth Port,Securities Trades,,-5
9/1/2020,College 529,You Bought Contribution Periodic Investment Nh International Index,Securities Trades,,-5
9/1/2020,Spend (PNC),Fidelity Investments,Investments,,-50
9/1/2020,Spend (BOA),Online Banking Transfer To Sav 6703 Confirmation# Xxxxxx8229,Transfers,,-6317.01
9/1/2020,Short Term Savings (BOA),Online Banking Transfer From Chk 9148 Confirmation# Xxxxxx8229,Transfers,,6317.01
9/1/2020,Chase Credit Card,Acme Fresh Market,Groceries & Essentials,,-5.11
9/1/2020,Chase Credit Card,Payment Thank You-mobile,Credit Card Payments,,1151.56
9/1/2020,College 529,Money Line Received Eft Funds Received Erxxxx5805,Transfers,,50
8/31/2020,Discover Credit Card,Sunoco,Gasoline/Fuel,,-23.05
8/31/2020,TD Invest,Free Balance Interest Adjustment,Investment Income,,0.07
8/31/2020,Short Term Savings (PNC),Interest Payment,Interest,,0.19
8/31/2020,Spend (BOA),L'oreal Usa,Paychecks/Salary,,4134.05
8/31/2020,Spend (BOA),Zelle,Deposits,,600
8/31/2020,Short Term Savings (BOA),Goldman Sachs,Savings,,-6300
8/31/2020,Chase Credit Card,Sq *vaccaro's Bakery Of C,Entertainment/Social,,-44
8/31/2020,Chase Credit Card,Amazon Marketplace - Power Supply,General Merchandise,,-13.85
8/31/2020,Chase Credit Card,Red Bank Veterinary Ho,Pets/Pet Care,,-286.41
8/31/2020,Chase Credit Card,Dunkin' Donuts,Restaurants/Liquor,,-10
8/31/2020,L'oreal Usa Inc. 401k,Contribution Vtiax,Retirement Contributions,,66.21
8/31/2020,L'oreal Usa Inc. 401k,Contribution Svf-n,Retirement Contributions,,66.21
8/31/2020,L'oreal Usa Inc. 401k,Contribution Viiix,Retirement Contributions,,132.41
8/31/2020,L'oreal Usa Inc. 401k,Contribution T5o,Retirement Contributions,,397.25
8/31/2020,L'oreal Usa Inc. 401k,Contribution Vtiax,Retirement Contributions,,26.48
8/31/2020,L'oreal Usa Inc. 401k,Contribution Svf-n,Retirement Contributions,,26.49
8/31/2020,L'oreal Usa Inc. 401k,Contribution Viiix,Retirement Contributions,,52.96
8/31/2020,L'oreal Usa Inc. 401k,Contribution T5o,Retirement Contributions,,158.9
8/31/2020,L'oreal Usa Inc. 401k,Earnings - Dividends Svf-n,Securities Trades,,0.74
8/31/2020,L'oreal Usa Inc. 401k,Earnings - Dividends Svf-n,Securities Trades,,1.24
8/31/2020,TD Invest,Ordinary Dividend (splv),Investment Income,,2.08
8/31/2020,TD Invest,Ordinary Dividend (sphd),Investment Income,,3.32
8/31/2020,TD Invest,Bought 0.038 Splv @ 54.599,Securities Trades,,-2.08
8/31/2020,TD Invest,Bought 0.097 Sphd @ 34.2763,Securities Trades,,-3.32
8/31/2020,Long Term Savings (Goldman),Internet Transfer From Bank Of America N.a. Dda Account ********6703,Transfers,,6300
8/31/2020,Long Term Savings (Goldman),Sav Increase Int Paid,Interest,,41.24
8/31/2020,College 529,Money Line Received,Transfers,,50
8/30/2020,Chase Credit Card,Slice*ilfornoalegna,Restaurants/Liquor,,-22.79
8/30/2020,Chase Credit Card,Salon 685,Personal Care/Hair,,-140.39
8/30/2020,Chase Credit Card,Chewy,Pets/Pet Care,,-134.64
8/30/2020,Chase Credit Card,E-zpass,Travel,,-50
8/28/2020,Discover Credit Card,Parking Division,Travel,,-2
8/28/2020,Chase Credit Card,Amazon Tips*mm1hx1840,Groceries & Essentials,,-5
8/28/2020,Chase Credit Card,Amazon Tips*mu2p05zr1,Groceries & Essentials,,-5
8/28/2020,Chase Credit Card,"Amazon - Batteries, Ladder",General Merchandise,,-35.92
8/28/2020,Chase Credit Card,Dunkin' Donuts,Restaurants/Liquor,,-3.08
8/28/2020,Chase Credit Card,Amazon Tips*mm5hg0840,Groceries & Essentials,,-5
8/28/2020,Chase Credit Card,Dunkin' Donuts,Restaurants/Liquor,,-8.15
8/28/2020,Chase Credit Card,Amazon Tips*mu4pv0zx1,Groceries & Essentials,,-5
8/28/2020,Northrop Grumman 401k,Ng Stock - Dividend,Securities Trades,,6.84
8/28/2020,Northrop Grumman 401k,Ng Stock - Balance Forward,Securities Trades,,0
8/28/2020,Spend (PNC),Ach Debit Xxxxx2808 Public Service Pseg,Gas/Electric Bill,,-209.91
8/28/2020,Spend (BOA),Rutgers University,Paychecks/Salary,,13.49
8/27/2020,Discover Credit Card,Hp *hp.com Store Xxx-xxx-5409 Ca,Return Income,,575.76
8/27/2020,Spend (PNC),Honda,Car Loan,,-316
8/27/2020,Spend (PNC),Usaa,Insurance,", ",-195.75
8/27/2020,Chase Credit Card,Exxonmobil,Gasoline/Fuel,,-27.65
8/27/2020,Chase Credit Card,Dunkin' Donuts,Restaurants/Liquor,,-10
8/27/2020,Chase Credit Card,"Amazon Marketplace - Coin Holder, Pen",Gifts,,-31.98
8/27/2020,Chase Credit Card,Slice*ilfornoalegna,Restaurants/Liquor,,-51.33
8/27/2020,Short Term Savings (BOA),Interest Earned,Interest,,0.08
8/26/2020,Chase Credit Card,Amazon,Groceries & Essentials,,-12.47
8/26/2020,Chase Credit Card,Amazon,Groceries & Essentials,,-17.89
8/26/2020,Chase Credit Card,365 Market B Xxx Xxx-3299,Restaurants/Liquor,,-7.18
8/26/2020,Chase Credit Card,Amazon,Groceries & Essentials,,-5.73
8/26/2020,Chase Credit Card,365 Market B Xxx Xxx-3299,Restaurants/Liquor,,-3.83
8/26/2020,Chase Credit Card,Amazon,Groceries & Essentials,,-38.05
8/26/2020,Chase Credit Card,Amazon,Groceries & Essentials,,-18.19
8/26/2020,Chase Credit Card,Amazon,Groceries & Essentials,,-24.48
8/26/2020,Auto - Ending in 7460,Payment Received - Thank You!,Transfers,,316
8/26/2020,L3harris 401k,Lifecycle Fund Xx60 - Contribution,Retirement Contributions,,116.92
8/26/2020,L3harris 401k,Large Cap Core Eq - Contribution,Retirement Contributions,,73.08
8/26/2020,L3harris 401k,L3harris Stock Fund - Contribution,Retirement Contributions,,43.85
8/26/2020,L3harris 401k,Index Equity Fund - Contribution,Retirement Contributions,,58.46
8/26/2020,TD Invest,Bought 100 Pzn @ 4.985,Securities Trades,,-498.5
8/24/2020,Spend (PNC),Td Ameritrade,Investments,,-250
8/24/2020,Chase Credit Card,Grubhubthailandrestau,Restaurants/Liquor,,-26.65
8/24/2020,Chase Credit Card,Stitch Fix,Clothing/Shoes/Makeup,,-20
8/24/2020,Chase Credit Card,Zola,Wedding,,-7.36
8/23/2020,Chase Credit Card,Brennan's Delicatessen,Restaurants/Liquor,,-10.59
8/23/2020,Chase Credit Card,Static Nails,General Merchandise,,-49.95
8/21/2020,Long Term Savings (Goldman),"Internet Transfer From Pnc Bank, New Jersey Dda Account ******3293",Transfers,,200
8/21/2020,Chase Credit Card,Abady Steiner & Ravine E,Healthcare/Medical,,-19
8/21/2020,Short Term Savings (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,150
8/21/2020,Reserve (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,40
8/21/2020,Spend (PNC),Twh Auto Transfer To Xxxxx3314,Savings,,-150
8/21/2020,Spend (PNC),Twh Auto Transfer To Xxxxx3306,Savings,,-40
8/21/2020,Spend (PNC),Ach Credit Xxxxx6013 L3harris Technol Payroll,Paychecks/Salary,,2285.89
8/21/2020,Spend (PNC),Discover Bank,Credit Card Payments,,-56.72
